June,July,August,September,October,November,December,January,February,March,April,May
35.141307052635646,76.67942773329845,91.06330464144185,67.5385080813038,81.05647686901105,107.23728960834866,16.667537066293555,16.896171545830466,10.980483702825996,10.833867372637407,16.707093762030624,21.388817303198117
44.579150477375016,80.84519617978411,72.27980246824887,63.8413353064875,27.820135992108398,46.7337369495507,26.033519553410905,19.208577466783304,16.954600340345348,9.51501504013944,19.007518543805137,17.66917268928371
49.70132833033857,83.89089715956912,94.73446633326311,61.71294188528624,61.88668570540915,42.12257888513796,13.645600845581995,16.77926200135253,12.10669951249754,10.52929356264852,17.690074638933755,19.996166632437387
32.86988013213167,54.690544710666245,104.36719130450534,79.72143474788145,69.17973309170186,23.569947823490686,16.75229158862194,13.463023996531124,14.175669700411476,8.700395610627321,14.90655844257735,23.34639958186113
49.47436020220514,84.11386877494894,54.580679428577966,43.27199687513975,46.73033553502655,20.391717248171975,24.77476804867882,13.471742859959626,15.353941435457843,14.077852980376,22.60464660438513,23.385023690436622
35.14492034472847,50.17351294438934,84.89180374469903,64.98676061696722,53.3178711428431,51.304621233115945,18.498063159568293,14.13040982585072,15.314561920502156,16.250869363850825,16.02535373443639,26.780290632195154
84.57522181674567,116.84621178285506,51.22484419295136,98.86957570239082,60.629124414754386,28.11720843202035,19.7525578161909,17.818495377620323,17.07996241322082,10.412329422895768,11.45704396097487,18.34601944889409
69.73551651645488,110.6835450903545,52.99304584456632,50.05620191369313,79.66321989696365,32.72887922655512,16.111139777514925,12.949375644064938,10.048702951737791,12.174209219248214,11.369533495340725,28.995869128105145
67.81603033171787,103.80904919789515,80.18857640324023,85.01852687421791,59.27764207343422,37.40202051933593,28.68114580887489,13.898847427149875,12.028474487706413,10.35105047540694,13.887403189214423,30.74291288320277
36.10456452569814,130.59042676113697,83.25024311244763,122.47774836156601,48.95598963972018,23.18406779245836,19.488867944238724,22.337798322162918,11.30054854628814,13.815039476321498,14.598320876248152,22.44048181833555
43.58080440964161,68.20875233958009,76.50025753867484,68.86036765172993,64.53828062496945,36.043151267610504,18.52640826893428,15.288416710095591,11.834899948351756,10.532269337948305,13.817408488338932,18.60711650931461
54.533250193783125,114.27608705024895,84.44195337525858,86.15050079131267,65.51303073038542,47.55352941451464,16.564239579372167,23.69777645373524,11.887927820409342,18.611789194504283,11.471273389761539,18.667679844076122
